sabha,work_id,work_category,work,state,ida,mp_name,elected_nominated,work_description,recommended_date,recommended_amount_rs,sanctioned_date,sanctioned_amount_rs,work_status,expenditure_total_rs,expenditure_transaction_count,expenditure_first_date,expenditure_last_date,expenditure_vendor_count,expenditure_payment_status_count,completion_date,amount_disbursed_rs,allocated_amount_rs,consent_total_rs,consent_event_count,consent_calamity_type_count,consent_calamity_name_count,recommendation_sanction_gap_rs,expenditure_to_sanction_ratio,recommendation_to_sanction_days,sanction_to_completion_days,completed,sr_no,image
Rajya Sabha,WS/MP18317/2025-2026/224784,Normal/Others,WS/MP18317/2025-2026/224784-Lighting of public spaces,Uttar Pradesh,GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA),Dr. Sangeeta Balwant (2024-30) (2024-2030),Elected MP,VIKAS KHAND ZAMANIA KE GRAM DHUSKA ME KALI MATA MANDIR KE AAS PAAS SARVAJANIK STHAN PAR.,2025-08-05,210000.0,2025-12-31,210000.0,Sanction,,,,,,,,,147000000.0,,,,,0.0,,148,,0,14083,
Rajya Sabha,WS/MP18402/2025-2026/224797,Trust And Society,WS/MP18402/2025-2026/224797-Construction of shelters for animals,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),Shri Subhash Barala (2024-30) (2024-2030),Elected MP,Construction Cows shelter in Nand Baba Gau Sewa Sansthan,2025-08-04,1100000.0,2025-12-16,1100000.0,Physical Inspection,734895.0,1.0,2026-08-24,2026-08-24,1.0,1.0,,,147000000.0,,,,,0.0,0.6680863636363636,134,,0,14084,
Rajya Sabha,WS/MP18290/2025-2026/224955,Normal/Others,"WS/MP18290/2025-2026/224955-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),Shri Chandrakant Damodar Handore (2024-30) (2024-2030),Elected MP,Reconstruction Tathagat Samaj Kendra Janta Nagar Vasahat construction of drain Passage and Ladikaran,2025-09-01,7000000.0,2026-03-16,7000000.0,Vendor Identification,6962908.0,1.0,2026-03-18,2026-03-18,1.0,1.0,,,147000000.0,,,,,0.0,0.9947011428571428,196,,0,14086,
Rajya Sabha,WS/MP18290/2025-2026/224956,Normal/Others,"WS/MP18290/2025-2026/224956-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),Shri Chandrakant Damodar Handore (2024-30) (2024-2030),Elected MP,Construction of drain and passage and Ladikaran Mahatma Phule Vasahat Galli no 13 and 15,2025-09-01,7000000.0,2026-03-16,7000000.0,Vendor Identification,6962908.0,1.0,2026-03-18,2026-03-18,1.0,1.0,,,147000000.0,,,,,0.0,0.9947011428571428,196,,0,14087,
Rajya Sabha,WS/MP18290/2025-2026/224957,Normal/Others,"WS/MP18290/2025-2026/224957-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),Shri Chandrakant Damodar Handore (2024-30) (2024-2030),Elected MP,Construction of drain Passage and Ladikaran near shendge House Nalanda Chawl in Rahul Nagar Vasahat.,2025-09-01,7000000.0,2026-03-16,7000000.0,Vendor Identification,6962908.0,1.0,2026-03-18,2026-03-18,1.0,1.0,,,147000000.0,,,,,0.0,0.9947011428571428,196,,0,14088,
Rajya Sabha,WS/MP18290/2025-2026/224958,Normal/Others,"WS/MP18290/2025-2026/224958-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),Shri Chandrakant Damodar Handore (2024-30) (2024-2030),Elected MP,"Construction of Drain passage and ladikaran of Chawl no 5, 6, and 8 at Kadriya Nagar Vasahat Chembur",2025-09-01,7500000.0,2026-03-16,7500000.0,Vendor Identification,7460259.0,1.0,2026-03-18,2026-03-18,1.0,1.0,,,147000000.0,,,,,0.0,0.9947012,196,,0,14089,
Rajya Sabha,WS/MP18282/2025-2026/225043,Normal/Others,WS/MP18282/2025-2026/225043-Construction of boundary walls of existing public and community buildings,Sikkim,Soreng(DISTRICT COLLECTOR SORENG_IDA),Shri Dorjee Tshering Lepcha (2024-30) (2024-2030),Elected MP,"Construction of boundary wall near Government Dagbungalow, Rinchenpong",2025-08-04,1000000.0,2025-09-03,1000000.0,Physical Inspection,997692.0,1.0,2025-09-26,2025-09-26,1.0,1.0,,,150170726.11,,,,,0.0,0.997692,30,,0,14090,
Rajya Sabha,WS/MP18402/2025-2026/225065,Trust And Society,WS/MP18402/2025-2026/225065-Setting up public non-conventional energy plants,Haryana,ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA),Shri Subhash Barala (2024-30) (2024-2030),Elected MP,Solar System Installation in Haryana Ex-Services League (HESL),2025-08-05,1100000.0,2026-01-16,1100000.0,Sanction,,,,,,,,,147000000.0,,,,,0.0,,164,,0,14091,
Rajya Sabha,WS/MP113/2026-2027/225159,Normal/Others,"WS/MP113/2026-2027/225159-Purchase of smart boards, visual display units and projectors",Maharashtra,WASHIM(DISTRICT COLLECTOR WASHIM_IDA),Shri Imran Pratapgarhi (2022-28) (2022-2028),Elected MP,As per letter attached,2025-08-05,18000000.0,2026-05-18,18000000.0,Work Partially Completed,18000000.0,1.0,2026-05-20,2026-05-20,1.0,1.0,,,196000000.0,,,,,0.0,1.0,286,,0,14092,
Rajya Sabha,WS/MP113/2025-2026/225176,Normal/Others,"WS/MP113/2025-2026/225176-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA),Shri Imran Pratapgarhi (2022-28) (2022-2028),Elected MP,At. Govindpur TQ.Purna Dist. Parbhani Construction of C.C Road and Drain 25 Lakh,2025-08-05,2500000.0,2025-08-21,2500000.0,Work Completed,2486807.0,1.0,2026-01-20,2026-01-20,1.0,1.0,,,196000000.0,,,,,0.0,0.9947228,16,,0,14095,
Rajya Sabha,WS/MP113/2025-2026/225177,Normal/Others,"WS/MP113/2025-2026/225177-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA),Shri Imran Pratapgarhi (2022-28) (2022-2028),Elected MP,At.Hatkarwadi TQ.Puma Dist.Parbhani Construction of C.C Road and Drain,2025-08-05,2500000.0,2025-08-21,2500000.0,Work Completed,2486431.0,1.0,2026-01-20,2026-01-20,1.0,1.0,,,196000000.0,,,,,0.0,0.9945724,16,,0,14096,
Rajya Sabha,WS/MP113/2025-2026/225178,Normal/Others,"WS/MP113/2025-2026/225178-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA),Shri Imran Pratapgarhi (2022-28) (2022-2028),Elected MP,Construction of CC Road and RCC Drain hari Nagar under Dalitwasti,2025-08-05,4999656.0,2025-08-21,4999656.0,Work Completed,4999656.0,1.0,2025-11-03,2025-11-03,1.0,1.0,,,196000000.0,,,,,0.0,1.0,16,,0,14097,
Rajya Sabha,WS/MP113/2025-2026/225180,Normal/Others,WS/MP113/2025-2026/225180-Street lights,Maharashtra,BEED(DISTRICT COLLECTOR BEED_IDA),Shri Imran Pratapgarhi (2022-28) (2022-2028),Elected MP,Installation of solar street lights in the cemetery area at Manur,2025-08-05,999774.0,2026-03-12,999774.0,Physical Inspection,999774.0,1.0,2026-03-24,2026-03-24,1.0,1.0,,,196000000.0,,,,,0.0,1.0,219,,0,14098,
Rajya Sabha,WS/MP18288/2026-2027/225199,Trust And Society,WS/MP18288/2026-2027/225199-Construction of rooms and halls in school and colleges,Gujarat,PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA),Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030),Elected MP,CONSTRUCTION OF ONE CLASS ROOM AT MAITREYEE GURUKULAM AVASIYA BALIKA VIDHYALAY,2025-08-05,490000.0,2026-07-16,490000.0,Sanction,,,,,,,,,147000000.0,2500000.0,1.0,1.0,1.0,0.0,,345,,0,14099,
Rajya Sabha,WS/MP233/2025-2026/225200,Normal/Others,"WS/MP233/2025-2026/225200-Patrolling Vehicles to government institution for Public Conveniences, Safety and Security",Nagaland,MON(Deputy Commissioner Mon_IDA),Smt. S. Phangnon Konyak (2022-28) (2022-2028),Elected MP,"Mon migration trail, a youth migration monitoring system developed by Mon District Police. To mitigate the various issues faced by youth who are migrating to various cities in search of livelihood opportunities. This app will assist them in getting access to timely help from law enforcement agencies when the need arises and will also address trafficking issues",2025-08-05,800000.0,2025-09-03,800000.0,Physical Inspection,800000.0,1.0,2025-09-03,2025-09-03,1.0,1.0,,,206563957.11,,,,,0.0,1.0,29,,0,14100,
Rajya Sabha,WS/MP233/2025-2026/225201,Normal/Others,WS/MP233/2025-2026/225201-Providing CCTV camera system for security of public areas,Nagaland,KOHIMA(DEPUTY COMMISIONER_7),Smt. S. Phangnon Konyak (2022-28) (2022-2028),Elected MP,The installation of ANPR camera has become a necessity in the state of Nagaland. This will provide specific information about the movement of vehicle to maintain law and order in the state. It will also act as a deterrent to criminals trying to commit crimes and will help the police force in executing their duty effectively and efficiently,2025-08-05,2000000.0,2025-12-18,2000000.0,Work Partially Completed,2000000.0,1.0,2025-12-18,2025-12-18,1.0,1.0,,,206563957.11,,,,,0.0,1.0,135,,0,14101,
Rajya Sabha,WS/MP18288/2026-2027/225202,Trust And Society,WS/MP18288/2026-2027/225202-Construction of rooms and halls in school and colleges,Gujarat,PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA),Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030),Elected MP,CONSTRUCTION OF ONE CLASS ROOM AT MAITREYEE GURUKULAM AVASIYA BALIKA VIDHYALAY,2025-08-05,490000.0,2026-07-16,490000.0,Sanction,,,,,,,,,147000000.0,2500000.0,1.0,1.0,1.0,0.0,,345,,0,14102,
Rajya Sabha,WS/MP233/2025-2026/225203,Normal/Others,WS/MP233/2025-2026/225203-Installing tube-wells and borewells,Nagaland,MON(Deputy Commissioner Mon_IDA),Smt. S. Phangnon Konyak (2022-28) (2022-2028),Elected MP,"Wangkhao College, the only government college in the district catering to approximately six hundred students has acute shortage of water supply in the campus. Hence, the construction of bore well and installation of a filtration system will help facilitate the supply of proper drinking water to the faculty and students",2025-08-05,2000000.0,2025-09-03,2000000.0,Physical Inspection,2000000.0,2.0,2025-09-10,2026-03-02,1.0,1.0,,,206563957.11,,,,,0.0,1.0,29,,0,14103,
Rajya Sabha,WS/MP18288/2026-2027/225204,Trust And Society,WS/MP18288/2026-2027/225204-Construction of rooms and halls in school and colleges,Gujarat,PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA),Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030),Elected MP,CONSTRUCTION OF ONE CLASS ROOM AT MAITREYEE GURUKULAM AVASIYA BALIKA VIDHYALAY,2025-08-05,490000.0,2026-07-16,490000.0,Sanction,,,,,,,,,147000000.0,2500000.0,1.0,1.0,1.0,0.0,,345,,0,14104,
Rajya Sabha,WS/MP233/2025-2026/225205,Normal/Others,WS/MP233/2025-2026/225205-Providing garbage collection and disposal systems,Nagaland,PHEK(Deputy Commissioner Phek_IDA),Smt. S. Phangnon Konyak (2022-28) (2022-2028),Elected MP,The construction of waste management unit at khezhakeno village will help the villagers to dispose the waste accumulated in the village in a scientific way. This will help keep the environment clean and healthy.,2025-08-05,500000.0,2025-10-31,500000.0,Physical Inspection,500000.0,2.0,2025-10-31,2025-12-11,1.0,1.0,,,206563957.11,,,,,0.0,1.0,87,,0,14105,
Rajya Sabha,WS/MP233/2025-2026/225208,Normal/Others,"WS/MP233/2025-2026/225208-Construction of roads, link roads, pathways or any other road with or without drainage system",Nagaland,MON(Deputy Commissioner Mon_IDA),Smt. S. Phangnon Konyak (2022-28) (2022-2028),Elected MP,"The connecting road of the lower lane caters to hundreds of households and is the only road link has not been repaired for more than a decade. The construction of this road at Daily market will help the people, especially students of the locality in their daily commute",2025-08-05,10000000.0,2025-09-05,10000000.0,Physical Inspection,10000000.0,2.0,2025-09-10,2025-11-01,1.0,1.0,,,206563957.11,,,,,0.0,1.0,31,,0,14106,
Rajya Sabha,WS/MP140/2025-2026/225294,Normal/Others,WS/MP140/2025-2026/225294-Purchase of mobile water tankers,Punjab,KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA),Shri Sant Balbir Singh (2022-28) (2022-2028),Elected MP,Regarding for giving single walled fabrication of 5000 ltr mobile water tanker. 2mm stainless sheet AISI 304 Material etc. (SC),2025-08-08,365800.0,2025-11-04,365800.0,Physical Inspection,365800.0,1.0,2025-12-30,2025-12-30,1.0,1.0,,,196359074.44000003,,,,,0.0,1.0,88,,0,14108,
Rajya Sabha,WS/MP140/2025-2026/225295,Normal/Others,WS/MP140/2025-2026/225295-Purchase of mobile water tankers,Punjab,KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA),Shri Sant Balbir Singh (2022-28) (2022-2028),Elected MP,Regarding for giving single walled fabrication of 5000 ltr mobile water tanker. 2mm stainless sheet AISI 304 Material etc. (SC),2025-08-08,365800.0,2025-11-04,365800.0,Physical Inspection,365800.0,1.0,2025-11-27,2025-11-27,1.0,1.0,,,196359074.44000003,,,,,0.0,1.0,88,,0,14109,
Rajya Sabha,WS/MP140/2025-2026/225296,Normal/Others,WS/MP140/2025-2026/225296-Purchase of mobile water tankers,Punjab,KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA),Shri Sant Balbir Singh (2022-28) (2022-2028),Elected MP,Regarding for giving single walled fabrication of 5000 ltr mobile water tanker. 2mm stainless sheet AISI 304 Material etc. (SC),2025-08-08,365800.0,2025-09-10,365800.0,Work Completed,365800.0,1.0,2025-10-13,2025-10-13,1.0,1.0,,,196359074.44000003,,,,,0.0,1.0,33,,0,14110,
Rajya Sabha,WS/MP140/2025-2026/225297,Normal/Others,WS/MP140/2025-2026/225297-Purchase of mobile water tankers,Punjab,KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA),Shri Sant Balbir Singh (2022-28) (2022-2028),Elected MP,Regarding for giving single walled fabrication of 5000 ltr mobile water tanker. 2mm stainless sheet AISI 304 Material etc. (SC),2025-08-08,365800.0,2025-11-04,365800.0,Physical Inspection,365800.0,1.0,2025-12-30,2025-12-30,1.0,1.0,,,196359074.44000003,,,,,0.0,1.0,88,,0,14111,
Rajya Sabha,WS/MP140/2025-2026/225303,Normal/Others,WS/MP140/2025-2026/225303-Purchase of mobile water tankers,Punjab,KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA),Shri Sant Balbir Singh (2022-28) (2022-2028),Elected MP,Regarding for giving single walled fabrication of 5000 ltr mobile water tanker. 2mm stainless sheet AISI 304 Material etc. (SC),2025-08-08,365800.0,2025-12-30,365800.0,Vendor Identification,,,,,,,,,196359074.44000003,,,,,0.0,,144,,0,14112,
Rajya Sabha,WS/MP140/2025-2026/225304,Normal/Others,WS/MP140/2025-2026/225304-Purchase of mobile water tankers,Punjab,KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA),Shri Sant Balbir Singh (2022-28) (2022-2028),Elected MP,Regarding for giving single walled fabrication of 5000 ltr mobile water tanker. 2mm stainless sheet AISI 304 Material etc. (SC),2025-08-08,365800.0,2025-12-30,365800.0,Vendor Identification,,,,,,,,,196359074.44000003,,,,,0.0,,144,,0,14113,
Rajya Sabha,WS/MP104/2025-2026/225456,Normal/Others,WS/MP104/2025-2026/225456-Construction of community centers and community halls,Madhya Pradesh,DEWAS(DISTRICT COLLECTOR DEWAS_IDA),Dr. L. Murugan (2024-30) (2024-2030),Elected MP,Community Hall Construction at Dokakui Village,2025-08-06,1500000.0,2026-01-08,1500000.0,Work Completed,,,,,,,,,147000000.0,,,,,0.0,,155,,0,14115,
Rajya Sabha,WS/MP104/2025-2026/225457,Normal/Others,WS/MP104/2025-2026/225457-Construction of common work sheds/ common covered sitting area,Madhya Pradesh,DEWAS(DISTRICT COLLECTOR DEWAS_IDA),Dr. L. Murugan (2024-30) (2024-2030),Elected MP,Construction of Cowshed at Dokakui Village,2025-08-06,499574.0,2026-01-06,499574.0,Physical Inspection,499574.0,2.0,2026-01-09,2026-01-27,1.0,1.0,,,147000000.0,,,,,0.0,1.0,153,,0,14116,
Rajya Sabha,WS/MP18303/2025-2026/225467,Normal/Others,WS/MP18303/2025-2026/225467-Construction of community centers and community halls,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),Shri Amar Pal Maurya (2024-30) (2024-2030),Elected MP,"In view of public interest, I hereby grant approval for the construction of a community marriage hall in Gram Panchayat Saray Dali, Block - Sadar, Tehsil - Sadar, District Pratapgarh, Uttar Pradesh.",2025-08-07,2380000.0,2026-02-17,2380000.0,Work Partially Completed,2379465.0,2.0,2026-05-13,2026-08-15,1.0,2.0,,,147000000.0,,,,,0.0,0.9997752100840336,194,,0,14117,
Rajya Sabha,WS/MP18303/2025-2026/225479,Normal/Others,WS/MP18303/2025-2026/225479-Construction of public toilets and bathrooms,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),Shri Amar Pal Maurya (2024-30) (2024-2030),Elected MP,"In view of public interest, I hereby grant approval for the construction of a community toilet (separate for women and men under the MPLADS fund in the District Court premises Urban Area Belaha Ward No. 5",2025-08-07,1027000.0,2025-11-14,1027000.0,Time Estimation,,,,,,,,,147000000.0,,,,,0.0,,99,,0,14118,
Rajya Sabha,WS/MP042/2025-2026/225483,Normal/Others,WS/MP042/2025-2026/225483-Lighting of public spaces,Bihar,SUPAUL(DISTRICT PLANNING OFFICER SUPAUL_IDA),Prof. Manoj Kumar Jha (2024-30) (2024-2030),Elected MP,Installation work of high mast light Chandpipar Panchayat Ward No 12 under Saraigadh Bhaptiyahi block.,2025-08-06,820000.0,2025-12-03,820000.0,Physical Inspection,,,,,,,,,191620112.11,,,,,0.0,,119,,0,14120,
Rajya Sabha,WS/MP042/2025-2026/225484,Normal/Others,WS/MP042/2025-2026/225484-Lighting of public spaces,Bihar,SUPAUL(DISTRICT PLANNING OFFICER SUPAUL_IDA),Prof. Manoj Kumar Jha (2024-30) (2024-2030),Elected MP,Installation work of high mast light near Durmeshwar Mandir Jagatpur in Baruari Panchayat Ward No 09 under Supaul block.,2025-08-06,820000.0,2025-12-03,820000.0,Physical Inspection,,,,,,,,,191620112.11,,,,,0.0,,119,,0,14121,
Rajya Sabha,WS/MP042/2025-2026/225485,Normal/Others,WS/MP042/2025-2026/225485-Lighting of public spaces,Bihar,SUPAUL(DISTRICT PLANNING OFFICER SUPAUL_IDA),Prof. Manoj Kumar Jha (2024-30) (2024-2030),Elected MP,Installation work of high mast light near Durga mandir thuthi in Chainpur Panchayat under Chhatapur block.,2025-08-06,820000.0,2026-03-19,820000.0,Physical Inspection,,,,,,,,,191620112.11,,,,,0.0,,225,,0,14122,
Rajya Sabha,WS/MP042/2025-2026/225486,Normal/Others,WS/MP042/2025-2026/225486-Lighting of public spaces,Bihar,SUPAUL(DISTRICT PLANNING OFFICER SUPAUL_IDA),Prof. Manoj Kumar Jha (2024-30) (2024-2030),Elected MP,Installation work of high mast light near Kapileshwar baba asthan Baruari Panchayat under Supaul block.,2025-08-06,820000.0,2025-12-03,820000.0,Physical Inspection,,,,,,,,,191620112.11,,,,,0.0,,119,,0,14123,
Rajya Sabha,WS/MP042/2025-2026/225487,Normal/Others,WS/MP042/2025-2026/225487-Lighting of public spaces,Bihar,SUPAUL(DISTRICT PLANNING OFFICER SUPAUL_IDA),Prof. Manoj Kumar Jha (2024-30) (2024-2030),Elected MP,Installation work of high mast light Mahadalit tola near Koshi suraksha Tatbandh in Telwa paschami Panchayat Ward No 06 under Supaul block.,2025-08-06,820000.0,2025-12-03,820000.0,Physical Inspection,,,,,,,,,191620112.11,,,,,0.0,,119,,0,14124,
Rajya Sabha,WS/MP042/2025-2026/225488,Normal/Others,WS/MP042/2025-2026/225488-Lighting of public spaces,Bihar,SUPAUL(DISTRICT PLANNING OFFICER SUPAUL_IDA),Prof. Manoj Kumar Jha (2024-30) (2024-2030),Elected MP,Installation work of high mast light near Panchwati chowk Bakor hat in Bakor Panchayat under Supaul block.,2025-08-06,820000.0,2025-12-03,820000.0,Physical Inspection,,,,,,,,,191620112.11,,,,,0.0,,119,,0,14125,
Rajya Sabha,WS/MP042/2025-2026/225490,Normal/Others,WS/MP042/2025-2026/225490-Lighting of public spaces,Bihar,SAHARSA(DISTRICT PLANNING OFFICER SAHARSA_IDA),Prof. Manoj Kumar Jha (2024-30) (2024-2030),Elected MP,Installation work of high mast light near Darmiyani chikni Jama Masjid 40 feet uttar chauraha located in Rauta khem Panchayat Ward No 01 under Sourbazar block.,2025-08-06,697000.0,2025-08-25,697000.0,Physical Inspection,697000.0,1.0,2025-09-22,2025-09-22,1.0,1.0,,,191620112.11,,,,,0.0,1.0,19,,0,14126,
Rajya Sabha,WS/MP042/2025-2026/225491,Normal/Others,WS/MP042/2025-2026/225491-Lighting of public spaces,Bihar,SAHARSA(DISTRICT PLANNING OFFICER SAHARSA_IDA),Prof. Manoj Kumar Jha (2024-30) (2024-2030),Elected MP,Installation work of high mast light Dehad located in Dehad Panchayat Ward No 03 under Sonbarsha block.,2025-08-06,697000.0,2025-08-08,697000.0,Physical Inspection,697000.0,1.0,2025-10-03,2025-10-03,1.0,1.0,,,191620112.11,,,,,0.0,1.0,2,,0,14127,
Rajya Sabha,WS/MP042/2025-2026/225492,Normal/Others,WS/MP042/2025-2026/225492-Lighting of public spaces,Bihar,SAHARSA(DISTRICT PLANNING OFFICER SAHARSA_IDA),Prof. Manoj Kumar Jha (2024-30) (2024-2030),Elected MP,Installation work of high mast light Dibra Masjid located in Kharka telwa Panchayat Ward No 14 under Nowhatta block.,2025-08-06,697000.0,2025-08-25,697000.0,Physical Inspection,697000.0,1.0,2026-02-14,2026-02-14,1.0,1.0,,,191620112.11,,,,,0.0,1.0,19,,0,14128,
Rajya Sabha,WS/MP18285/2025-2026/225621,Normal/Others,"WS/MP18285/2025-2026/225621-Construction of roads, link roads, pathways or any other road with or without drainage system",Rajasthan,PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA),Shri Chunnilal Garasiya (2024-30) (2024-2030),Elected MP,"CC road construction work, Ward number 3 Kolvi Temple Gram Panchayat Pillu Pratapgarh",2025-08-11,750000.0,2025-09-26,750000.0,Work Partially Completed,734463.0,11.0,2025-11-19,2026-06-18,9.0,1.0,,,147000000.0,,,,,0.0,0.979284,46,,0,14129,
Rajya Sabha,WS/MP18285/2025-2026/225623,Normal/Others,"WS/MP18285/2025-2026/225623-Construction of roads, link roads, pathways or any other road with or without drainage system",Rajasthan,PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA),Shri Chunnilal Garasiya (2024-30) (2024-2030),Elected MP,"Construction of CC road and ring wall is taking place on the way to Gokand Mahadev in village Bhagwanpura, Gram Panchayat Bawdi Kheda.",2025-08-11,750000.0,2025-09-26,750000.0,Work Partially Completed,746341.0,2.0,2026-02-03,2026-03-17,1.0,1.0,,,147000000.0,,,,,0.0,0.9951213333333333,46,,0,14130,
Rajya Sabha,WS/MP18285/2025-2026/225633,Trust And Society,WS/MP18285/2025-2026/225633-Construction of rooms and halls in school and colleges,Rajasthan,BANSWARA(DISTRICT COLLECTOR BANSWARA_IDA),Shri Chunnilal Garasiya (2024-30) (2024-2030),Elected MP,"Classroom construction, Vidya Niketan School Kothara (Vidya Bharati Tribal Committee Banswara) Vidya Bharati Tribal Committee Banswara",2025-08-11,2500000.0,2026-01-30,2500000.0,Sanction,,,,,,,,,147000000.0,,,,,0.0,,172,,0,14131,
Rajya Sabha,WS/MP18421/2026-2027/225730,Repair And Renovation,WS/MP18421/2026-2027/225730-Construction of rooms and halls in school and colleges,Karnataka,CHIKKAMAGALURU(DEPUTY COMMISSIONER CHIKMAGALUR),Shri Ajay Makan (2024-30) (2024-2030),Elected MP,Construction of Rooms and Provide Basic Infrastructure to Government Higher Primary School,2025-08-07,5000000.0,2026-05-15,5000000.0,Work Partially Completed,3750000.0,1.0,2026-05-29,2026-05-29,1.0,1.0,,,147000000.0,,,,,0.0,0.75,281,,0,14133,
Rajya Sabha,WS/MP18304/2025-2026/225788,Normal/Others,WS/MP18304/2025-2026/225788-Construction of public toilets and bathrooms,Himachal Pradesh,CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA),Shri Harsh Mahajan (2024-30) (2024-2030),Elected MP,Construction of public toilet at Guwad,2025-08-25,300000.0,2025-10-04,300000.0,Physical Inspection,150000.0,1.0,2025-10-23,2025-10-23,1.0,1.0,,,147000000.0,,,,,0.0,0.5,40,,0,14134,
Rajya Sabha,WS/MP18304/2025-2026/225789,Normal/Others,WS/MP18304/2025-2026/225789-Construction of bus-sheds or bus-stops,Himachal Pradesh,CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA),Shri Harsh Mahajan (2024-30) (2024-2030),Elected MP,Construction of Rain Shed at Khuddi Ward no 5,2025-08-25,300000.0,2025-10-04,300000.0,Vendor Identification,150000.0,1.0,2025-10-23,2025-10-23,1.0,1.0,,,147000000.0,,,,,0.0,0.5,40,,0,14135,
Rajya Sabha,WS/MP18364/2026-2027/225813,Normal/Others,"WS/MP18364/2026-2027/225813-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",Karnataka,BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA),Shri Narayanasa K. Bhandage (2024-30) (2024-2030),Elected MP,"Providing motorized tricycle to Differently abled person- Sunanda Doddappa Hunagund, Nagar Khan peth, ward no.5, in Guledgudda town.",2025-08-11,99990.0,2026-07-01,99990.0,Vendor Identification,99990.0,1.0,2026-07-06,2026-07-06,1.0,1.0,,,147450000.0,,,,,0.0,1.0,324,,0,14136,
Rajya Sabha,WS/MP18364/2026-2027/225814,Normal/Others,"WS/MP18364/2026-2027/225814-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",Karnataka,BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA),Shri Narayanasa K. Bhandage (2024-30) (2024-2030),Elected MP,"Providing motorized tricycle to Differently abled person- Iravva Kamappa Hulageri, in Alagundi B.K village.",2025-08-11,99990.0,2026-07-01,99990.0,Vendor Identification,99990.0,1.0,2026-07-06,2026-07-06,1.0,1.0,,,147450000.0,,,,,0.0,1.0,324,,0,14137,
Rajya Sabha,WS/MP007/2025-2026/225935,Normal/Others,WS/MP007/2025-2026/225935-Installing tube-wells and borewells,Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,"Boring, construction of platform and installation of water tank, submersible pump etc. at ward no 12 Qureshi Muhalla near Samim house.",2025-08-08,494000.0,2025-08-11,494000.0,Vendor Identification,,,,,,,,,232524001.2,,,,,0.0,,3,,0,14141,
Rajya Sabha,WS/MP112/2025-2026/225938,Trust And Society,WS/MP112/2025-2026/225938-Construction of boundary walls of existing public and community buildings,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),Shri Dhananjay Bhimrao Mahadik (2022-28) (2022-2028),Elected MP,"Construction of a wall compound for Loknete Hon. Balasaheb Thorat College of Arts, Commerce and Science, Talegaon, Sangamner Taluka, Ahilyanagar District (Ahmednagar).",2025-08-08,1500000.0,2025-08-22,1500000.0,Work Completed,1269859.0,1.0,2025-08-31,2025-08-31,1.0,1.0,,,220383643.11,,,,,0.0,0.8465726666666666,14,,0,14142,
