sabha,work_id,work_category,work,state,ida,mp_name,elected_nominated,work_description,recommended_date,recommended_amount_rs,sanctioned_date,sanctioned_amount_rs,work_status,expenditure_total_rs,expenditure_transaction_count,expenditure_first_date,expenditure_last_date,expenditure_vendor_count,expenditure_payment_status_count,completion_date,amount_disbursed_rs,allocated_amount_rs,consent_total_rs,consent_event_count,consent_calamity_type_count,consent_calamity_name_count,recommendation_sanction_gap_rs,expenditure_to_sanction_ratio,recommendation_to_sanction_days,sanction_to_completion_days,completed,sr_no,image
Rajya Sabha,WS/MP181/2026-2027/225943,Normal/Others,WS/MP181/2026-2027/225943-Purchase of hospital equipment,Uttar Pradesh,MEERUT(DISTRICT MAGISTRATE MEERUT_IDA),Dr. Laxmikant Bajpayee (2022-28) (2022-2028),Elected MP,Hospital Equipment (List Attached),2025-08-08,2190000.0,2026-07-11,2190000.0,Work Partially Completed,1573730.0,1.0,2026-07-20,2026-07-20,1.0,1.0,,,196000000.0,,,,,0.0,0.7185981735159818,337,,0,14143,
Rajya Sabha,WS/MP181/2026-2027/225950,Trust And Society,WS/MP181/2026-2027/225950-Setting up of laboratories,Uttar Pradesh,MEERUT(DISTRICT MAGISTRATE MEERUT_IDA),Dr. Laxmikant Bajpayee (2022-28) (2022-2028),Elected MP,"Computer- 40, UPS- 40",2025-08-08,1692000.0,2026-06-18,1692000.0,Sanction,,,,,,,,,196000000.0,,,,,0.0,,314,,0,14144,
Rajya Sabha,WS/MP225/2025-2026/226094,Normal/Others,"WS/MP225/2025-2026/226094-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,Balodabazar-Bhatapara(Collector Baloda Bazar_IDA),Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,Construction of CC road from the house of Tulshi God to the residence of Moti God.,2025-08-10,1000000.0,2025-09-26,1000000.0,Physical Inspection,,,,,,,,,246780257.87,,,,,0.0,,47,,0,14145,
Rajya Sabha,WS/MP225/2025-2026/226095,Normal/Others,WS/MP225/2025-2026/226095-Installation of fixed garden gym equipment,Chhattisgarh,Balodabazar-Bhatapara(Collector Baloda Bazar_IDA),Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,"Construction of an open gym in the playground of Temri village, Kasdol Development Block, Baloda Bazar District, Chhattisgarh",2025-08-10,1000000.0,2025-09-26,1000000.0,Work Partially Completed,400000.0,1.0,2025-10-07,2025-10-07,1.0,1.0,,,246780257.87,,,,,0.0,0.4,47,,0,14146,
Rajya Sabha,WS/MP225/2025-2026/226096,Normal/Others,"WS/MP225/2025-2026/226096-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,Balodabazar-Bhatapara(Collector Baloda Bazar_IDA),Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,Construction of CC road from the house of Mahendra Kashayp to the residence of Malikram.,2025-08-10,1000000.0,2025-09-26,1000000.0,Work Partially Completed,400000.0,1.0,2025-10-07,2025-10-07,1.0,1.0,,,246780257.87,,,,,0.0,0.4,47,,0,14147,
Rajya Sabha,WS/MP147/2025-2026/226165,Normal/Others,"WS/MP147/2025-2026/226165-Construction of roads, link roads, pathways or any other road with or without drainage system",Rajasthan,JAISALMER(DISTRICT COLLECTOR JAISLAMER_IDA),Shri Pramod Tiwari (2022-28) (2022-2028),Elected MP,For gravel road construction work from Damodara bypass to Eklavya Singh Ki Dhani in Gram Panchayat Damodara.,2025-08-10,1498665.0,2025-12-23,1498665.0,Physical Inspection,1498665.0,1.0,2026-01-06,2026-01-06,1.0,1.0,,,196063957.11,,,,,0.0,1.0,135,,0,14148,
Rajya Sabha,WS/MP140/2025-2026/226241,Normal/Others,WS/MP140/2025-2026/226241-Purchase of mobile water tankers,Punjab,JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA),Shri Sant Balbir Singh (2022-28) (2022-2028),Elected MP,Regarding for giving single walled fabrication of 5000 ltr mobile water tanker. 2mm stainless sheet AISI 304 Material etc. (SC),2025-08-11,365800.0,2025-10-06,365800.0,Vendor Identification,365800.0,1.0,2026-03-18,2026-03-18,1.0,1.0,,,196359074.44000003,,,,,0.0,1.0,56,,0,14149,
Rajya Sabha,WS/MP140/2025-2026/226242,Normal/Others,WS/MP140/2025-2026/226242-Purchase of mobile water tankers,Punjab,JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA),Shri Sant Balbir Singh (2022-28) (2022-2028),Elected MP,Regarding for giving single walled fabrication of 5000 ltr mobile water tanker. 2mm stainless sheet AISI 304 Material etc. (SC),2025-08-11,365800.0,2025-10-06,365800.0,Physical Inspection,,,,,,,,,196359074.44000003,,,,,0.0,,56,,0,14150,
Rajya Sabha,WS/MP140/2025-2026/226243,Normal/Others,WS/MP140/2025-2026/226243-Purchase of mobile water tankers,Punjab,JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA),Shri Sant Balbir Singh (2022-28) (2022-2028),Elected MP,Regarding for giving single walled fabrication of 5000 ltr mobile water tanker. 2mm stainless sheet AISI 304 Material etc. (SC),2025-08-11,365800.0,2025-10-06,365800.0,Physical Inspection,,,,,,,,,196359074.44000003,,,,,0.0,,56,,0,14151,
Rajya Sabha,WS/MP140/2025-2026/226244,Normal/Others,WS/MP140/2025-2026/226244-Installing tube-wells and borewells,Punjab,HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA),Shri Sant Balbir Singh (2022-28) (2022-2028),Elected MP,Regarding installing a new borewell for clean water in the village.,2025-08-11,300000.0,2025-09-16,300000.0,Work Completed,299925.0,3.0,2025-11-03,2025-11-03,1.0,1.0,,,196359074.44000003,,,,,0.0,0.99975,36,,0,14152,
Rajya Sabha,WS/MP140/2025-2026/226245,Normal/Others,WS/MP140/2025-2026/226245-Purchase of mobile water tankers,Punjab,AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA),Shri Sant Balbir Singh (2022-28) (2022-2028),Elected MP,Regarding for giving single walled fabrication of 5000 ltr mobile water tanker. 2mm stainless sheet AISI 304 Material etc. (SC),2025-08-11,365800.0,2025-11-28,365800.0,Vendor Identification,,,,,,,,,196359074.44000003,,,,,0.0,,109,,0,14153,
Rajya Sabha,WS/MP140/2025-2026/226246,Normal/Others,WS/MP140/2025-2026/226246-Purchase of mobile water tankers,Punjab,JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA),Shri Sant Balbir Singh (2022-28) (2022-2028),Elected MP,Regarding for giving single walled fabrication of 5000 ltr mobile water tanker. 2mm stainless sheet AISI 304 Material etc. (SC),2025-08-11,365800.0,2025-10-06,365800.0,Vendor Identification,365800.0,1.0,2026-03-18,2026-03-18,1.0,1.0,,,196359074.44000003,,,,,0.0,1.0,56,,0,14154,
Rajya Sabha,WS/MP078/2025-2026/226248,Normal/Others,WS/MP078/2025-2026/226248-Purchase of books and periodicals for libraries/digitization of library books,Himachal Pradesh,HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA),Dr. Sikander Kumar (2022-28) (2022-2028),Elected MP,Purchase of books for public library for different Government Schools located at District Hamirpur Through Dy Director Elementary Education Hamirpur District Hamirpur Himachal Pradesh Executing Agency Dy Director Elementary Education Hamirpur,2025-08-11,499810.0,2025-09-04,499810.0,Physical Inspection,499810.0,1.0,2025-11-04,2025-11-04,1.0,1.0,,,207863957.11,,,,,0.0,1.0,24,,0,14155,
Rajya Sabha,WS/MP141/2025-2026/226279,Normal/Others,"WS/MP141/2025-2026/226279-Construction of roads, link roads, pathways or any other road with or without drainage system",Punjab,HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA),Shri Harbhajan Singh (2022-28) (2022-2028),Elected MP,for street and drain,2025-08-11,200000.0,2025-09-02,200000.0,Physical Inspection,24200.0,1.0,2026-01-06,2026-01-06,1.0,1.0,,,220984094.27,10000000.0,1.0,1.0,1.0,0.0,0.121,22,,0,14156,
Rajya Sabha,WS/MP132/2025-2026/226313,Normal/Others,"WS/MP132/2025-2026/226313-Construction of roads, link roads, pathways or any other road with or without drainage system",Odisha,KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA),Shri Manas Ranjan Mangaraj (2022-28) (2022-2028),Elected MP,Construction of CC road from Lingaraj Pradhan pond to Beleswar temple.,2025-08-11,500000.0,2026-01-05,500000.0,Sanction,,,,,,,,,196063957.11,,,,,0.0,,147,,0,14157,
Rajya Sabha,WS/MP141/2025-2026/226321,Normal/Others,"WS/MP141/2025-2026/226321-Purchase of IT systems, including hardware and software for educational purposes",Punjab,JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA),Shri Harbhajan Singh (2022-28) (2022-2028),Elected MP,for provinding smart pannel school of eminence ladowali road jalandhar,2025-08-11,135000.0,2025-09-26,135000.0,Physical Inspection,135000.0,1.0,2025-11-10,2025-11-10,1.0,1.0,,,220984094.27,10000000.0,1.0,1.0,1.0,0.0,1.0,46,,0,14158,
Rajya Sabha,WS/MP831/2026-2027/226362,Normal/Others,"WS/MP831/2026-2027/226362-Construction of roads, link roads, pathways or any other road with or without drainage system",Assam,CHIRANG(Deputy Commissioner Chirang_IDA),Shri Rwngwra Narzary (2022-28) (2022-2028),Elected MP,Construction of roads at Dalhapara village under Roumary VCDC.,2025-08-11,1000000.0,2026-06-18,1000000.0,Vendor Identification,750000.0,1.0,2026-06-23,2026-06-23,1.0,1.0,,,220563957.11,,,,,0.0,0.75,311,,0,14162,
Rajya Sabha,WS/MP831/2026-2027/226363,Normal/Others,WS/MP831/2026-2027/226363-Construction of boundary walls of existing public and community buildings,Assam,CHIRANG(Deputy Commissioner Chirang_IDA),Shri Rwngwra Narzary (2022-28) (2022-2028),Elected MP,construction of boundary wall of Bwirathi Club and Library under Roumary VCDC.,2025-08-11,1000000.0,2026-06-22,1000000.0,Vendor Identification,750000.0,1.0,2026-06-23,2026-06-23,1.0,1.0,,,220563957.11,,,,,0.0,0.75,315,,0,14163,
Rajya Sabha,WS/MP204/2025-2026/226372,Normal/Others,"WS/MP204/2025-2026/226372-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttarakhand,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Dr. Kalpana Saini (2022-28) (2022-2028),Elected MP,"Construction of C.C. road from the house of shri Pankaj Saini towards the dairy of Shri Simratlal Saini in village panchayat jassowala, Block Vikas Nagar, Dehradun",2025-08-11,300000.0,2025-09-27,300000.0,Sanction,,,,,,,,,200830405.8,,,,,0.0,,47,,0,14166,
Rajya Sabha,WS/MP078/2025-2026/226419,Normal/Others,WS/MP078/2025-2026/226419-Street lights,Himachal Pradesh,KULLU(DEPUTY COMMISSIONER KULLU_IDA),Dr. Sikander Kumar (2022-28) (2022-2028),Elected MP,Five Solar Street Light from Dhalpur main road to Sarbari upto sheetla mandir recommended by Priyanka Rajput Resident of Akhada Bazar District Kullu Executing Agency BDO Kullu,2025-08-12,50000.0,2025-10-23,50000.0,Vendor Identification,,,,,,,,,207863957.11,,,,,0.0,,72,,0,14167,
Rajya Sabha,WS/MP842/2025-2026/226420,Normal/Others,WS/MP842/2025-2026/226420-Purchase of vans and buses for educational institutions,Kerala,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Smt. P. T. Usha (2022-28) (2022-2028),Nominated MP,Purchase of School vehicle for the Government LPS Padikkachal School Code 14807 Sub District Iritty.,2025-08-12,1000000.0,2026-01-06,1000000.0,Vendor Identification,78852.0,1.0,2026-07-02,2026-07-02,1.0,1.0,,,196063957.11,1000000.0,2.0,1.0,2.0,0.0,0.078852,147,,0,14168,
Rajya Sabha,WS/MP101/2026-2027/226446,Normal/Others,"WS/MP101/2026-2027/226446-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Sandosh Kumar P (2022-28) (2022-2028),Elected MP,CONSTRUCTION OF KANIYAR VAYAL-CHERULAD MALA ROAD,2025-08-12,500000.0,2026-05-14,500000.0,Physical Inspection,442232.0,1.0,2026-07-08,2026-07-08,1.0,1.0,,,220563957.11,2500000.0,1.0,1.0,1.0,0.0,0.884464,275,,0,14169,
Rajya Sabha,WS/MP101/2026-2027/226447,Normal/Others,WS/MP101/2026-2027/226447-Lighting of public spaces,Kerala,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Sandosh Kumar P (2022-28) (2022-2028),Elected MP,INSTALLATION OF MINI HIGHMAST LIGHT NEAR TRANSFORMER AT PAZHASSI TEMPLE ROAD JUNCTION,2025-08-12,199998.0,2026-05-13,199998.0,Physical Inspection,199998.0,1.0,2026-05-14,2026-05-14,1.0,1.0,,,220563957.11,2500000.0,1.0,1.0,1.0,0.0,1.0,274,,0,14170,
Rajya Sabha,WS/MP101/2026-2027/226448,Normal/Others,WS/MP101/2026-2027/226448-Lighting of public spaces,Kerala,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Sandosh Kumar P (2022-28) (2022-2028),Elected MP,INSTALLATION OF MINI HIGH MAST LIGHT NEAR KAYILOOR ALP SCHOOL,2025-08-12,199998.0,2026-05-13,199998.0,Physical Inspection,199998.0,1.0,2026-05-14,2026-05-14,1.0,1.0,,,220563957.11,2500000.0,1.0,1.0,1.0,0.0,1.0,274,,0,14171,
Rajya Sabha,WS/MP18403/2025-2026/226460,Normal/Others,WS/MP18403/2025-2026/226460-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Mayankkumar Nayak (2024-30) (2024-2030),Elected MP,For the facilitation work of the Turi-Barot Samaj Crematorium,2025-08-14,500000.0,2025-11-07,500000.0,Physical Inspection,500000.0,1.0,2026-03-09,2026-03-09,1.0,1.0,,,147000000.0,,,,,0.0,1.0,85,,0,14173,
Rajya Sabha,WS/MP18403/2025-2026/226462,Normal/Others,WS/MP18403/2025-2026/226462-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Gujarat,MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA),Shri Mayankkumar Nayak (2024-30) (2024-2030),Elected MP,For the work of physical facilities in the crematorium of the Brahmin community,2025-08-14,500000.0,2025-11-07,500000.0,Work Partially Completed,500000.0,1.0,2026-08-21,2026-08-21,1.0,1.0,,,147000000.0,,,,,0.0,1.0,85,,0,14174,
Rajya Sabha,WS/MP18403/2025-2026/226464,Normal/Others,"WS/MP18403/2025-2026/226464-Purchase of IT systems, including hardware and software for educational purposes",Gujarat,MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA),Shri Mayankkumar Nayak (2024-30) (2024-2030),Elected MP,For the work of allocating three computers to Kharsada Primary School,2025-08-14,150000.0,2026-02-23,150000.0,Sanction,,,,,,,,,147000000.0,,,,,0.0,,193,,0,14175,
Rajya Sabha,WS/MP18403/2025-2026/226467,Normal/Others,WS/MP18403/2025-2026/226467-Construction of public toilets and bathrooms,Gujarat,MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA),Shri Mayankkumar Nayak (2024-30) (2024-2030),Elected MP,For toilet work next to the high school in Gorisana village,2025-08-14,200000.0,2026-02-23,200000.0,Vendor Identification,,,,,,,,,147000000.0,,,,,0.0,,193,,0,14176,
Rajya Sabha,WS/MP18403/2025-2026/226469,Normal/Others,WS/MP18403/2025-2026/226469-Construction of public libraries and reading rooms,Gujarat,MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA),Shri Mayankkumar Nayak (2024-30) (2024-2030),Elected MP,For library work in Davada village,2025-08-14,500000.0,2025-11-07,500000.0,Sanction,,,,,,,,,147000000.0,,,,,0.0,,85,,0,14177,
Rajya Sabha,WS/MP18296/2025-2026/226487,Normal/Others,"WS/MP18296/2025-2026/226487-Construction of roads, link roads, pathways or any other road with or without drainage system",Karnataka,KALABURAGI(DEPUTY COMMISSIONER GULBARGA_IDA),Dr. Syed Naseer Hussain (2024-30) (2024-2030),Elected MP,Construction of C.C Road from SVP Chowk to PDA Engineering college road Hanuman Temple.,2025-08-12,8100000.0,2026-01-22,8100000.0,Work Partially Completed,6075000.0,1.0,2026-04-09,2026-04-09,1.0,1.0,,,147000000.0,,,,,0.0,0.75,163,,0,14178,
Rajya Sabha,WS/MP18296/2025-2026/226590,Normal/Others,"WS/MP18296/2025-2026/226590-Construction of roads, link roads, pathways or any other road with or without drainage system",Karnataka,BALLARI(DEPUTY COMMISSIONER BELLARY_IDA),Dr. Syed Naseer Hussain (2024-30) (2024-2030),Elected MP,"Installation of Pavers for road connectivity from Karimaremma temple to Old Bypass road at Ward no. 30, Cowl Bazar, Ballari.",2025-08-12,2500000.0,2025-12-06,2500000.0,Work Partially Completed,,,,,,,,,147000000.0,,,,,0.0,,116,,0,14180,
Rajya Sabha,WS/MP18296/2025-2026/226598,Normal/Others,"WS/MP18296/2025-2026/226598-Construction of roads, link roads, pathways or any other road with or without drainage system",Karnataka,BALLARI(DEPUTY COMMISSIONER BELLARY_IDA),Dr. Syed Naseer Hussain (2024-30) (2024-2030),Elected MP,"Construction of CC Road at Ballari Ward No. 32, Gopalgowda Nagar, 2 Stage Park backside Reddy House to Gulnaz House",2025-08-12,500000.0,2025-12-06,500000.0,Work Partially Completed,,,,,,,,,147000000.0,,,,,0.0,,116,,0,14181,
Rajya Sabha,WS/MP18296/2025-2026/226602,Normal/Others,"WS/MP18296/2025-2026/226602-Construction of roads, link roads, pathways or any other road with or without drainage system",Karnataka,BALLARI(DEPUTY COMMISSIONER BELLARY_IDA),Dr. Syed Naseer Hussain (2024-30) (2024-2030),Elected MP,"Construction of CC Road at Ballari Ward No. 32, Gopalgowda Nagar, near 2nd Stage Park Shamiulla House to Hajipeer House.",2025-08-12,500000.0,2025-12-06,500000.0,Work Partially Completed,,,,,,,,,147000000.0,,,,,0.0,,116,,0,14182,
Rajya Sabha,WS/MP838/2025-2026/226678,Normal/Others,WS/MP838/2025-2026/226678-Construction of community centers and community halls,Karnataka,HASSAN(DEPUTY COMMISSIONER HASSAN_IDA),Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028),Nominated MP,For the ongoing work of Community Bhavan being constructed on the land belonging to Sri Ramanuja Seva Samiti Trust,2025-08-13,499000.0,2025-12-31,499000.0,Work Partially Completed,498290.0,2.0,2026-01-20,2026-07-24,1.0,1.0,,,196063957.11,,,,,0.0,0.9985771543086173,140,,0,14184,
Rajya Sabha,WS/MP838/2026-2027/226687,Normal/Others,"WS/MP838/2026-2027/226687-Setting up processing plants, cold storages,etc for fish and fisheries products for community use",Karnataka,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028),Nominated MP,Construction work of the storage building of the Women Milk Producers Cooperative Society,2025-08-13,499000.0,2026-07-28,499000.0,Vendor Identification,,,,,,,,,196063957.11,,,,,0.0,,349,,0,14185,
Rajya Sabha,WS/MP838/2026-2027/226688,Normal/Others,"WS/MP838/2026-2027/226688-Setting up processing plants, cold storages,etc for fish and fisheries products for community use",Karnataka,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028),Nominated MP,New Building Construction Work of Milk Producers Cooperative Society,2025-08-13,499000.0,2026-07-28,499000.0,Vendor Identification,,,,,,,,,196063957.11,,,,,0.0,,349,,0,14186,
Rajya Sabha,WS/MP165/2026-2027/226753,Normal/Others,WS/MP165/2026-2027/226753-Construction of community centers and community halls,Tamil Nadu,SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA),Shri P. Chidambaram (2022-28) (2022-2028),Elected MP,"Construction of PDS Outlet at Thalaiyur Village, Kandadevi Panchayat in Devakottai Block",2025-09-06,985000.0,2026-08-08,985000.0,Physical Inspection,,,,,,,,,236312242.52,,,,,0.0,,336,,0,14187,
Rajya Sabha,WS/MP165/2025-2026/226754,Normal/Others,WS/MP165/2025-2026/226754-Construction of community centers and community halls,Tamil Nadu,SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA),Shri P. Chidambaram (2022-28) (2022-2028),Elected MP,"Construction of PDS Outlet at Kannangudi Village, Kannangudi Panchayat",2025-09-06,1000000.0,2025-12-01,1000000.0,Physical Inspection,999216.0,2.0,2025-12-06,2026-07-09,1.0,1.0,,,236312242.52,,,,,0.0,0.999216,86,,0,14188,
Rajya Sabha,WS/MP165/2026-2027/226755,Normal/Others,WS/MP165/2026-2027/226755-Street lights,Tamil Nadu,SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA),Shri P. Chidambaram (2022-28) (2022-2028),Elected MP,"Providing Mini Mast Light near Muhamathiyarpattinam Pallivasal, Ward No.26 in Devakottai Municipality",2025-09-06,500000.0,2026-05-13,500000.0,Vendor Identification,,,,,,,,,236312242.52,,,,,0.0,,249,,0,14189,
Rajya Sabha,WS/MP165/2026-2027/226756,Normal/Others,WS/MP165/2026-2027/226756-Street lights,Tamil Nadu,SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA),Shri P. Chidambaram (2022-28) (2022-2028),Elected MP,"Providing Mini Mast Light near Masjidun Noor Pallivasal, Ward No.23, Gandhi Road, Devakottai Minicipality",2025-09-06,500000.0,2026-05-13,500000.0,Work Partially Completed,,,,,,,,,236312242.52,,,,,0.0,,249,,0,14190,
Rajya Sabha,WS/MP165/2026-2027/226757,Normal/Others,WS/MP165/2026-2027/226757-Street lights,Tamil Nadu,SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA),Shri P. Chidambaram (2022-28) (2022-2028),Elected MP,"Providing Mini Mast Light near Ulaga Meetpar Pangu Aalayam, Ramnagar, Punitha Joseph Middle School, Ward No.11, Devakottai Municipality",2025-09-06,500000.0,2026-05-13,500000.0,Vendor Identification,,,,,,,,,236312242.52,,,,,0.0,,249,,0,14191,
Rajya Sabha,WS/MP165/2026-2027/226758,Normal/Others,WS/MP165/2026-2027/226758-Street lights,Tamil Nadu,SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA),Shri P. Chidambaram (2022-28) (2022-2028),Elected MP,"Providing Mini Mast Light at Ramnagar Four road Junction, Ward No.11, Devakottai Municipality",2025-09-06,500000.0,2026-05-13,500000.0,Vendor Identification,,,,,,,,,236312242.52,,,,,0.0,,249,,0,14192,
